"id","group","page","word","image","audio","audioMeaning","audioExample","textMeaning","textExample","transcription","__v","textExampleTranslate","textMeaningTranslate","wordTranslate"
"5e9f5ee35eb9e72bc21af5b7",0,13,"technology","files/14_0280.jpg","files/14_0280.mp3","files/14_0280_meaning.mp3","files/14_0280_example.mp3","<i>Technology</i> is new things made by using science.","He loves <b>technology</b> such as laptop computers.","[teknɑ́lədʒi]",0,"Он любит такие технологии, как ноутбуки","Технология - это новые вещи, созданные с помощью науки","технологии"
"5e9f5ee35eb9e72bc21af5b8",0,14,"across","files/15_0281.jpg","files/15_0281.mp3","files/15_0281_meaning.mp3","files/15_0281_example.mp3","To go <i>across</i> something is to go to the other side of it.","He walked <b>across</b> the board to the other side.","[əkrɔ́ːs]",0,"Он прошел через доску на другую сторону","Пересечь что-то - значит перейти на другую сторону","через"
"5e9f5ee35eb9e72bc21af5b9",0,14,"breathe","files/15_0282.jpg","files/15_0282.mp3","files/15_0282_meaning.mp3","files/15_0282_example.mp3","To <i>breathe</i> means to let air go in and out of your body.","We need strong healthy lungs to help us <b>breathe</b> well.","[briːð]",0,"Нам нужны крепкие здоровые легкие, чтобы мы могли хорошо дышать","Дышать - значит позволять воздуху входить и выходить из вашего тела","дышать"
"5e9f5ee35eb9e72bc21af5ba",0,14,"characteristic","files/15_0283.jpg","files/15_0283.mp3","files/15_0283_meaning.mp3","files/15_0283_example.mp3","A <i>characteristic</i> is something that shows what a person or a thing is like.","One <b>characteristic</b> of tigers is their black stripes.","[kæ̀riktərístik]",0,"Одна из характеристик тигров - их черные полосы","Характеристика - это то, что показывает, на что похож человек или вещь","характеристика"
"5e9f5ee35eb9e72bc21af5bb",0,14,"excite","files/15_0285.jpg","files/15_0285.mp3","files/15_0285_meaning.mp3","files/15_0285_example.mp3","To <i>excite</i> someone means to make them happy and interested.","I heard about the school dance on Friday. This <b>excited</b> me.","[iksáit]",0,"Я слышал о школьном танце в пятницу. Это взволновало меня","Взволновать кого-то - значит сделать его счастливым и заинтересованным","возбуждать"
"5e9f5ee35eb9e72bc21af5bc",0,14,"extremely","files/15_0286.jpg","files/15_0286.mp3","files/15_0286_meaning.mp3","files/15_0286_example.mp3","If something is <i>extremely</i> good, it is very, very good.","I was <b>extremely</b> worried about him.","[ikstríːm]",0,"Я очень переживал за него","Если что-то очень хорошо, это очень, очень хорошо","чрезвычайно"
"5e9f5ee35eb9e72bc21af5bd",0,14,"consume","files/15_0284.jpg","files/15_0284.mp3","files/15_0284_meaning.mp3","files/15_0284_example.mp3","To <i>consume</i> something means to eat or drink it.","Jack <b>consumed</b> a whole plate of spaghetti.","[kənsúːm]",0,"Джек съел целую тарелку спагетти","Потреблять что-либо - значит есть или пить","потреблять"
"5e9f5ee35eb9e72bc21af5be",0,14,"fear","files/15_0287.jpg","files/15_0287.mp3","files/15_0287_meaning.mp3","files/15_0287_example.mp3","<i>Fear</i> is the feeling of being afraid.","I have a great <b>fear</b> of skateboarding.","[fíər]",0,"Я очень боюсь кататься на скейтборде","Страх - это чувство страха","страх"
"5e9f5ee35eb9e72bc21af5bf",0,14,"fortunate","files/15_0288.jpg","files/15_0288.mp3","files/15_0288_meaning.mp3","files/15_0288_example.mp3","If you are <i>fortunate</i>, you are lucky.","I was <b>fortunate</b> to get a seat.","[fɔ́ːrtʃənit]",0,"Мне повезло получить место","Если вам повезло, вам повезло","повезло"
"5e9f5ee35eb9e72bc21af5c0",0,14,"mistake","files/15_0291.jpg","files/15_0291.mp3","files/15_0291_meaning.mp3","files/15_0291_example.mp3","A <i>mistake</i> is something you do wrong.","My boss always yells at me when I make a <b>mistake</b>.","[mistéik]",0,"Мой начальник всегда кричит на меня, когда я совершаю ошибку","Ошибка - это то, что вы делаете неправильно","ошибка"
"5e9f5ee35eb9e72bc21af5c1",0,14,"happen","files/15_0289.jpg","files/15_0289.mp3","files/15_0289_meaning.mp3","files/15_0289_example.mp3","If someone <i>happens</i> to do something, he or she does it by chance.","I <b>happened</b> to meet some new friends at school today.","[hǽpən]",0,"Я случайно встретил в школе новых друзей","Если кто-то что-то делает, он или она делают это случайно","случиться"
"5e9f5ee35eb9e72bc21af5c2",0,14,"length","files/15_0290.jpg","files/15_0290.mp3","files/15_0290_meaning.mp3","files/15_0290_example.mp3","The <i>length</i> of something is how long it is from one end to the other.","The <b>length</b> of the floor is three meters.","[leŋkθ]",0,"Длина пола три метра","Длина чего-то - это как долго это от одного конца до другого","длина"
"5e9f5ee35eb9e72bc21af5c3",0,14,"observe","files/15_0292.jpg","files/15_0292.mp3","files/15_0292_meaning.mp3","files/15_0292_example.mp3","To <i>observe</i> something is to watch it.","Brian <b>observed</b> the sun rising over the mountains.","[əbzə́ːrv]",0,"Брайан наблюдал, как солнце поднимается над горами","Наблюдать за чем-то - это наблюдать за этим","наблюдать"
"5e9f5ee35eb9e72bc21af5c4",0,14,"opportunity","files/15_0293.jpg","files/15_0293.mp3","files/15_0293_meaning.mp3","files/15_0293_example.mp3","An <i>opportunity</i> is a chance to do something.","I had an <b>opportunity</b> to take pictures in the jungle.","[ὰpərtjúːnəti]",0,"У меня была возможность фотографироваться в джунглях","Возможность - это шанс что-то сделать","возможность"
"5e9f5ee35eb9e72bc21af5c5",0,14,"prize","files/15_0294.jpg","files/15_0294.mp3","files/15_0294_meaning.mp3","files/15_0294_example.mp3","A <i>prize</i> is something of value that is given to the winner.","I won a <b>prize</b> for getting the best grade on my science test.","[praiz]",0,"Я выиграл приз за лучший результат в моем научном тесте","Приз - это нечто ценное, что дается победителю","приз"
"5e9f5ee35eb9e72bc21af5c6",0,14,"race","files/15_0295.jpg","files/15_0295.mp3","files/15_0295_meaning.mp3","files/15_0295_example.mp3","A <i>race</i> is a contest to see who is the fastest.","Paul is a fast runner, so he easily won the <b>race</b>.","[reis]",0,"Пол - быстрый бегун, поэтому он легко выиграл гонку","Гонка - это соревнование, чтобы увидеть, кто самый быстрый","гонка"
"5e9f5ee35eb9e72bc21af5c7",0,14,"realize","files/15_0296.jpg","files/15_0296.mp3","files/15_0296_meaning.mp3","files/15_0296_example.mp3","To <i>realize</i> is to suddenly understand.","After I left my house, I <b>realized</b> that I left the light on.","[ríːəlàiz]",0,"После того, как я вышел из дома, я понял, что я оставил свет включенным","Осознать - значит внезапно понять","понимать"
"5e9f5ee35eb9e72bc21af5c8",0,14,"respond","files/15_0297.jpg","files/15_0297.mp3","files/15_0297_meaning.mp3","files/15_0297_example.mp3","To <i>respond</i> is to give an answer to what someone else said.","When the teacher asked the question, we all <b>responded</b>.","[rispɑ́nd]",0,"Когда учитель задал вопрос, мы все ответили","Ответить - это дать ответ на то, что сказал кто-то другой","отвечать"
"5e9f5ee35eb9e72bc21af5c9",0,14,"risk","files/15_0298.jpg","files/15_0298.mp3","files/15_0298_meaning.mp3","files/15_0298_example.mp3","A <i>risk</i> is a chance of something bad happening.","I took a <b>risk</b> and climbed the snowy mountain.","[risk]",0,"Я рискнул и поднялся на снежную гору","Риск - это шанс на что-то плохое","риск"
"5e9f5ee35eb9e72bc21af5ce",0,15,"clothes","files/16_0303.jpg","files/16_0303.mp3","files/16_0303_meaning.mp3","files/16_0303_example.mp3","<i>Clothes</i> are what people wear to cover their bodies.","I bought warm <b>clothes</b> for the cold winter.","[klouz]",0,"Я купил теплую одежду для холодной зимы","Одежда - это то, что люди носят, чтобы покрыть свое тело","одежда"
"5e9f5ee35eb9e72bc21af5cc",0,15,"art","files/16_0301.jpg","files/16_0301.mp3","files/16_0301_meaning.mp3","files/16_0301_example.mp3","<i>Art</i> is something creative that expresses ideas and feelings.","My sister likes to look at the <b>art</b> in the museum.","[ɑːrt]",0,"Моя сестра любит смотреть на искусство в музее","Искусство - это нечто творческое, выражающее идеи и чувства","изобразительное искусство"
"5e9f5ee35eb9e72bc21af5ca",0,14,"wonder","files/15_0299.jpg","files/15_0299.mp3","files/15_0299_meaning.mp3","files/15_0299_example.mp3","To <i>wonder</i> is to ask yourself questions or have a need to know.","The young mother <b>wondered</b> if she’d have a boy or a girl.","[wʌ́ndəːr]",0,"Молодая мать задалась вопросом, будет ли у нее мальчик или девочка","Задаться вопросом - это задавать себе вопросы или иметь необходимость знать","задаваться вопросом"
"5e9f5ee35eb9e72bc21af5cd",0,15,"book","files/16_0302.jpg","files/16_0302.mp3","files/16_0302_meaning.mp3","files/16_0302_example.mp3","A <i>book</i> is a set of printed sheets of paper that are held together inside a cover.","The man smiles as he reads his favorite <b>book</b>.","[buk]",0,"Человек улыбается, читая свою любимую книгу","Книга - это набор печатных листов бумаги, которые скреплены внутри обложки","книга"
"5e9f5ee35eb9e72bc21af5cb",0,14,"yet","files/15_0300.jpg","files/15_0300.mp3","files/15_0300_meaning.mp3","files/15_0300_example.mp3","<i>Yet</i> is used to say something has not happened up to now.","We can’t go out <b>yet</b>; we’re still eating.","[jet]",0,"Мы еще не можем выйти; мы все еще едим","Тем не менее, говорят, что до сих пор ничего не произошло","еще"
"5e9f5ee35eb9e72bc21af5cf",0,15,"community","files/16_0304.jpg","files/16_0304.mp3","files/16_0304_meaning.mp3","files/16_0304_example.mp3","A <i>community</i> is a group of people who share the same area or interests.","The <b>community</b> got together to plant trees.","[kəmjúːnəti]",0,"Община собралась сажать деревья","Сообщество - это группа людей, которые разделяют одну область или интересы","сообщество"
"5e9f5ee35eb9e72bc21af5d3",0,15,"exchange","files/16_0308.jpg","files/16_0308.mp3","files/16_0308_meaning.mp3","files/16_0308_example.mp3","To <i>exchange</i> is to give one thing in return for another.","The men <b>exchange</b> business cards.","[iksʧéindʒ]",0,"Мужчины обмениваются визитками","Обменять - значит отдавать одно за другое","обмен"
"5e9f5ee35eb9e72bc21af5d1",0,15,"dinner","files/16_0306.jpg","files/16_0306.mp3","files/16_0306_meaning.mp3","files/16_0306_example.mp3","<i>Dinner</i> is the main meal eaten in the evening.","I had a hamburger for <b>dinner</b>.","[dínər]",0,"У меня был гамбургер на ужин","Ужин - основная еда, которую едят вечером","обед"
"5e9f5ee35eb9e72bc21af5d2",0,15,"end","files/16_0307.jpg","files/16_0307.mp3","files/16_0307_meaning.mp3","files/16_0307_example.mp3","To <i>end</i> is to stop or finish.","They are happy because the teacher wanted to <b>end</b> the class early.","[end]",0,"Они счастливы, потому что учитель хотел рано закончить урок","Завершить - значит остановиться или закончить","конец"
"5e9f5ee35eb9e72bc21af5d0",0,15,"December","files/16_0305.jpg","files/16_0305.mp3","files/16_0305_meaning.mp3","files/16_0305_example.mp3","<i>December</i> is the twelfth month of the year.","The last day of the year is <b>December</b> 31st.","[disémbər]",0,"Последний день года - 31 декабря","Декабрь - двенадцатый месяц года","декабрь"
"5e9f5ee35eb9e72bc21af5d4",0,15,"family","files/16_0309.jpg","files/16_0309.mp3","files/16_0309_meaning.mp3","files/16_0309_example.mp3","A <i>family</i> is a group of people who are related to each other.","There are four people in my <b>family</b>.","[fǽməli]",0,"В моей семье четыре человека","Семья - это группа людей, которые связаны друг с другом","семья"
"5e9f5ee35eb9e72bc21af5d5",0,15,"from","files/16_0310.jpg","files/16_0310.mp3","files/16_0310_meaning.mp3","files/16_0310_example.mp3","<i>From</i> shows a starting place or position.","Chris studies <b>from</b> 10 o’clock to noon every morning.","[frəm]",0,"Крис учится с 10 до 12 часов каждое утро","От показывает начальное место или позицию","от"
"5e9f5ee35eb9e72bc21af5d6",0,15,"green","files/16_0311.jpg","files/16_0311.mp3","files/16_0311_meaning.mp3","files/16_0311_example.mp3","<i>Green</i> is the color of growing grass or leaves.","I don’t like <b>green</b> apples.","[griːn]",0,"Я не люблю зеленые яблоки","Зеленый - это цвет растущей травы или листьев","зеленый"
"5e9f5ee35eb9e72bc21af5d7",0,15,"home","files/16_0312.jpg","files/16_0312.mp3","files/16_0312_meaning.mp3","files/16_0312_example.mp3","A person’s <i>home</i> is the place where that person lives.","The family likes to stay at <b>home</b> on the weekends.","[houm]",0,"Семья любит сидеть дома по выходным","Дом человека - это место, где живет этот человек","дом"
"5e9f5ee35eb9e72bc21af5d8",0,15,"January","files/16_0313.jpg","files/16_0313.mp3","files/16_0313_meaning.mp3","files/16_0313_example.mp3","<i>January</i> is the first month of the year.","My birthday is in <b>January</b>.","[dʒǽnjuèri]",0,"Мой день рождения в январе","Январь - первый месяц года","январь"
"5e9f5ee35eb9e72bc21af5d9",0,15,"red","files/16_0314.jpg","files/16_0314.mp3","files/16_0314_meaning.mp3","files/16_0314_example.mp3","<i>Red</i> is the color of blood.","Jack is wearing a <b>red</b> shirt.","[red]",0,"Джек одет в красную рубашку","Красный - это цвет крови","красный"
"5e9f5ee35eb9e72bc21af5da",0,15,"seven","files/16_0315.jpg","files/16_0315.mp3","files/16_0315_meaning.mp3","files/16_0315_example.mp3","<i>Seven</i> is the word for the number 7.","I have <b>seven</b> colored pencils on my desk.","[sevən]",0,"У меня на столе семь цветных карандашей","Семь это слово для числа 7","семь"
"5e9f5ee35eb9e72bc21af5dc",0,15,"together","files/16_0317.jpg","files/16_0317.mp3","files/16_0317_meaning.mp3","files/16_0317_example.mp3","<i>Together</i> shows an action is done with another person or thing.","Let’s work <b>together</b> to finish the project.","[təɡeðər]",0,"Давайте работать вместе, чтобы закончить проект","Вместе показывает, что действие совершается с другим человеком или вещью","все вместе"
"5e9f5ee35eb9e72bc21af5db",0,15,"start","files/16_0316.jpg","files/16_0316.mp3","files/16_0316_meaning.mp3","files/16_0316_example.mp3","To <i>start</i> is to begin doing something.","Catherine has to <b>start</b> work at 8 o’clock in the morning.","[staːrt]",0,"Екатерина должна начать работу в 8 часов утра","Для начала значит начать делать что-то","начните"
"5e9f5ee35eb9e72bc21af5dd",0,15,"university","files/16_0318.jpg","files/16_0318.mp3","files/16_0318_meaning.mp3","files/16_0318_example.mp3","A <i>university</i> is a school where people study for a degree.","My dream is to go to a good <b>university</b>.","[jùːnəvə́ːrsəti]",0,"Моя мечта - поступить в хороший университет","Университет - это школа, в которой люди учатся для получения степени","университет"
"5e9f5ee35eb9e72bc21af5de",0,15,"wear","files/16_0319.jpg","files/16_0319.mp3","files/16_0319_meaning.mp3","files/16_0319_example.mp3","To <i>wear</i> is to have clothing on your body.","The man has to <b>wear</b> a suit to work.","[wεər]",0,"Человек должен носить костюм, чтобы работать","Носить - значит носить одежду на теле","износ"
"5e9f5ee35eb9e72bc21af5df",0,15,"year","files/16_0320.jpg","files/16_0320.mp3","files/16_0320_meaning.mp3","files/16_0320_example.mp3","A <i>year</i> is a period of 365 days or twelve months.","You become one <b>year</b> older every birthday.","[jiər]",0,"Вы становитесь на год старше с каждым днем рождения","Год - это период 365 дней или двенадцати месяцев","год"
"5e9f5ee35eb9e72bc21af5e0",0,16,"appreciate","files/17_0321.jpg","files/17_0321.mp3","files/17_0321_meaning.mp3","files/17_0321_example.mp3","To <i>appreciate</i> something is to understand its good qualities.","I can <b>appreciate</b> the lovely scenery.","[əpríːʃièit]",0,"Я могу оценить прекрасные пейзажи","Ценить что-то - значит понимать его хорошие качества","оценить"
"5e9f5ee35eb9e72bc21af5e1",0,16,"available","files/17_0322.jpg","files/17_0322.mp3","files/17_0322_meaning.mp3","files/17_0322_example.mp3","If something is <i>available</i>, it means you can get it.","There were many seats <b>available</b> in the room.","[əvéiləbəl]",0,"В комнате было много свободных мест","Если что-то доступно, значит, вы можете это получить","доступный"
"5e9f5ee35eb9e72bc21af5e2",0,16,"beat","files/17_0323.jpg","files/17_0323.mp3","files/17_0323_meaning.mp3","files/17_0323_example.mp3","To <i>beat</i> someone means to do better than they do.","I managed to <b>beat</b> everyone in the race.","[biːt]",0,"Мне удалось победить всех в гонке","Бить кого-то - значит делать лучше, чем они","бить"
"5e9f5ee35eb9e72bc21af5e3",0,16,"bright","files/17_0324.jpg","files/17_0324.mp3","files/17_0324_meaning.mp3","files/17_0324_example.mp3","If something is <i>bright</i>, it gives off a lot of light.","The <b>bright</b> light from the explosion hurt my eyes.","[brait]",0,"Яркий свет от взрыва повредил мне глаза","Если что-то яркое, оно излучает много света","яркий"
"5e9f5ee35eb9e72bc21af5e4",0,16,"celebrate","files/17_0325.jpg","files/17_0325.mp3","files/17_0325_meaning.mp3","files/17_0325_example.mp3","To <i>celebrate</i> is to do something to show that an event is special.","We all <b>celebrated</b> when we heard the great news.","[séləbrèit]",0,"Мы все праздновали, когда услышали великие новости","Праздновать - значит делать что-то, чтобы показать, что событие особенное","праздновать"
"5e9f5ee35eb9e72bc21af5e5",0,16,"decide","files/17_0326.jpg","files/17_0326.mp3","files/17_0326_meaning.mp3","files/17_0326_example.mp3","To <i>decide</i> is to make a definite choice.","He tried to <b>decide</b> which one to eat first.","[disáid]",0,"Он пытался решить, какой из них съесть первым","Решить - значит сделать определенный выбор","принять решение"
"5e9f5ee35eb9e72bc21af5e7",0,16,"else","files/17_0328.jpg","files/17_0328.mp3","files/17_0328_meaning.mp3","files/17_0328_example.mp3","If you talk about something <i>else</i>, you talk about something different.","I wanted a bike for my birthday, but I got something <b>else</b>.","[els]",0,"Я хотел велосипед на день рождения, но получил кое-что еще","Если вы говорите о чем-то другом, вы говорите о чем-то другом","другой"
"5e9f5ee35eb9e72bc21af5e6",0,16,"disappear","files/17_0327.jpg","files/17_0327.mp3","files/17_0327_meaning.mp3","files/17_0327_example.mp3","To <i>disappear</i> means to go away or not be seen.","The top of the building is <b>disappearing</b> in the clouds.","[dìsəpíər]",0,"Верхняя часть здания исчезает в облаках","Исчезнуть - значит уйти или не быть увиденным","исчезают"
"5e9f5ee35eb9e72bc21af5e8",0,16,"fair","files/17_0329.jpg","files/17_0329.mp3","files/17_0329_meaning.mp3","files/17_0329_example.mp3","<i>Fair</i> means reasonable or right.","He sold me his car for a <b>fair</b> price.","[fɛər]",0,"Он продал мне свою машину по справедливой цене","Справедливый означает разумный или правильный","справедливая"
"5e9f5ee35eb9e72bc21af5e9",0,16,"flow","files/17_0330.jpg","files/17_0330.mp3","files/17_0330_meaning.mp3","files/17_0330_example.mp3","To <i>flow</i> is to move easily and continuously in one direction.","The water <b>flowed</b> over the rocks and into the lake.","[flóu]",0,"Вода текла по скалам и в озеро","Поток - это движение легко и непрерывно в одном направлении","течь"
"5e9f5ee35eb9e72bc21af5ea",0,16,"forward","files/17_0331.jpg","files/17_0331.mp3","files/17_0331_meaning.mp3","files/17_0331_example.mp3","If you move <i>forward</i>, you move in the direction in front of you.","When he saw his mother, the baby crawled <b>forward</b> to her.","[fɔ́ːrwəːrd]",0,"Когда он увидел свою мать, малыш пополз к ней вперед","Если вы двигаетесь вперед, вы двигаетесь в направлении перед вами","вперед"
"5e9f5ee35eb9e72bc21af5ec",0,16,"level","files/17_0333.jpg","files/17_0333.mp3","files/17_0333_meaning.mp3","files/17_0333_example.mp3","A <i>level</i> is a point on a scale that measures something.","Please check the <b>level</b> of the temperature.","[lévəl]",0,"Пожалуйста, проверьте уровень температуры","Уровень - это точка на шкале, которая измеряет что-то","уровень"
"5e9f5ee35eb9e72bc21af5eb",0,16,"hill","files/17_0332.jpg","files/17_0332.mp3","files/17_0332_meaning.mp3","files/17_0332_example.mp3","A <i>hill</i> is a raised area of land. It is higher than the land around it.","The sun was rising above the green <b>hills</b>.","[hil]",0,"Солнце поднималось над зелеными холмами","Холм - это возвышенный участок земли. Он выше земли вокруг него","холм"
"5e9f5ee35eb9e72bc21af5ed",0,16,"lone","files/17_0334.jpg","files/17_0334.mp3","files/17_0334_meaning.mp3","files/17_0334_example.mp3","A <i>lone</i> person or thing is the only one in a given place.","A <b>lone</b> man walked along the street.","[loun]",0,"Одинокий человек шел по улице","Одинокий человек или вещь - единственный в данном месте","одинокий"
"5e9f5ee35eb9e72bc21af5ee",0,16,"puddle","files/17_0335.jpg","files/17_0335.mp3","files/17_0335_meaning.mp3","files/17_0335_example.mp3","A <i>puddle</i> is a pool of liquid on the ground.","When the ice melted, it formed a <b>puddle</b>.","[pʌ́dl]",0,"Когда лед растаял, образовалась лужа","Лужа - это лужа жидкости на земле","лужа"
"5e9f5ee35eb9e72bc21af5ef",0,16,"response","files/17_0336.jpg","files/17_0336.mp3","files/17_0336_meaning.mp3","files/17_0336_example.mp3","A <i>response</i> is the answer to a question.","He asked if I was sad. My <b>response</b> was 'No.'","[rispɑ́ns]",0,"Он спросил, грустно ли мне. Мой ответ был 'Нет'","Ответ - это ответ на вопрос","ответ"
"5e9f5ee35eb9e72bc21af5f0",0,16,"season","files/17_0337.jpg","files/17_0337.mp3","files/17_0337_meaning.mp3","files/17_0337_example.mp3","A <i>season</i> is a time of the year: spring, summer, fall, or winter.","Fall is a warm <b>season</b>, while winter is very cold.","[síːzən]",0,"Осень - теплое время года, а зима очень холодная","Сезон - это время года: весна, лето, осень или зима","время года"
"5e9f5ee35eb9e72bc21af5f1",0,16,"solution","files/17_0338.jpg","files/17_0338.mp3","files/17_0338_meaning.mp3","files/17_0338_example.mp3","A <i>solution</i> is a way to solve a problem.","There are many problems. We need <b>solutions</b>!","[səlúːʃən]",0,"Есть много проблем. Нам нужны решения!","Решение - это способ решить проблему","решение"
"5e9f5ee35eb9e72bc21af5f2",0,16,"waste","files/17_0339.jpg","files/17_0339.mp3","files/17_0339_meaning.mp3","files/17_0339_example.mp3","To <i>waste</i> means to use something carelessly and unnecessarily.","Turn off the water so you don’t <b>waste</b> it.","[weist]",0,"Выключи воду, чтобы не тратить ее впустую","Тратить впустую означает использовать что-то небрежно и излишне","отходы"
"5e9f5ee35eb9e72bc21af5f3",0,16,"whether","files/17_0340.jpg","files/17_0340.mp3","files/17_0340_meaning.mp3","files/17_0340_example.mp3","You use <i>whether</i> when you must choose between two things.","I could not decide <b>whether</b> to go left or right.","[hwéðəːr]",0,"Я не мог решить, идти ли налево или направо","Используете ли вы когда нужно выбирать между двумя вещами","будь то"
"5e9f5ee35eb9e72bc21af5f4",0,17,"always","files/18_0341.jpg","files/18_0341.mp3","files/18_0341_meaning.mp3","files/18_0341_example.mp3","<i>Always</i> means that something happens all the time.","They <b>always</b> brush their teeth in the morning.","[ɔ́ːlweiz]",0,"Они всегда чистят зубы по утрам","Всегда означает, что что-то происходит постоянно","всегда"
"5e9f5ee35eb9e72bc21af5f5",0,17,"ask","files/18_0342.jpg","files/18_0342.mp3","files/18_0342_meaning.mp3","files/18_0342_example.mp3","To <i>ask</i> is to say or write something to get an answer.","Please <b>ask</b> questions if you do not understand.","[æsk]",0,"Пожалуйста, задавайте вопросы, если вы не понимаете","Спросить - значит сказать или написать что-то, чтобы получить ответ","спросить"
"5e9f5ee35eb9e72bc21af5f6",0,17,"banana","files/18_0343.jpg","files/18_0343.mp3","files/18_0343_meaning.mp3","files/18_0343_example.mp3","A <i>banana</i> is a long yellow fruit with soft white flesh inside.","Did you eat a <b>banana</b> for breakfast?","[bənǽnə]",0,"Ты ел банан на завтрак?","Банан - это длинный желтый фрукт с мягкой белой мякотью внутри","банан"
"5e9f5ee35eb9e72bc21af5f7",0,17,"bread","files/18_0344.jpg","files/18_0344.mp3","files/18_0344_meaning.mp3","files/18_0344_example.mp3","<i>Bread</i> is a food made from flour and water.","You need two pieces of <b>bread</b> to make a sandwich.","[bred]",0,"Вам нужно два куска хлеба, чтобы сделать бутерброд","Хлеб - это еда из муки и воды","хлеб"
"5e9f5ee35eb9e72bc21af5f8",0,17,"cake","files/18_0345.jpg","files/18_0345.mp3","files/18_0345_meaning.mp3","files/18_0345_example.mp3","<i>Cake</i> is a sweet dessert made from flour, water, sugar, and eggs.","What a beautiful birthday <b>cake</b>!","[keik]",0,"Какой красивый торт ко дню рождения!","Торт - это сладкий десерт из муки, воды, сахара и яиц","торт"
"5e9f5ee35eb9e72bc21af5f9",0,17,"carrot","files/18_0346.jpg","files/18_0346.mp3","files/18_0346_meaning.mp3","files/18_0346_example.mp3","A <i>carrot</i> is an orange vegetable.","I put a <b>carrot</b> in my salad.","[kǽrət]",0,"Я положил морковку в свой салат","Морковь - это апельсиновый овощ","морковь"
"5e9f5ee35eb9e72bc21af5fa",0,17,"chicken","files/18_0347.jpg","files/18_0347.mp3","files/18_0347_meaning.mp3","files/18_0347_example.mp3","<i>Chicken</i> is a bird that is often used for food.","<b>Chicken</b> is his favorite kind of meat.","[ʧíkən]",0,"Курица - его любимый вид мяса","Курица - это птица, которую часто используют в пищу","курица"
"5e9f5ee35eb9e72bc21af5fb",0,17,"chocolate","files/18_0348.jpg","files/18_0348.mp3","files/18_0348_meaning.mp3","files/18_0348_example.mp3","<i>Chocolate</i> is a sweet food made from cacao beans.","I made a <b>chocolate</b> cake for my mom’s party.","[ʧάkələt]",0,"Я сделал шоколадный торт для вечеринки моей мамы","Шоколад - это сладкая пища из какао-бобов","шоколад"
"5e9f5ee35eb9e72bc21af5fc",0,17,"contain","files/18_0349.jpg","files/18_0349.mp3","files/18_0349_meaning.mp3","files/18_0349_example.mp3","To <i>contain</i> is to hold or have something.","I have to find something to <b>contain</b> these apples.","[kəntéin]",0,"Я должен найти что-то, чтобы содержать эти яблоки","Содержать - значит держать или иметь что-то","содержать"
"5e9f5ee35eb9e72bc21af5fd",0,17,"delicious","files/18_0350.jpg","files/18_0350.mp3","files/18_0350_meaning.mp3","files/18_0350_example.mp3","If a food is <i>delicious</i>, it is tasty.","I loved the <b>delicious</b> fried chicken I ate for dinner!","[dilíʃəs]",0,"Мне очень понравилась вкусная жареная курица, которую я ел на ужин!","Если еда вкусная, то она вкусная","очень вкусно"
"5e9f5ee35eb9e72bc21af5fe",0,17,"diet","files/18_0351.jpg","files/18_0351.mp3","files/18_0351_meaning.mp3","files/18_0351_example.mp3","A <i>diet</i> is the food regularly eaten by a person.","His <b>diet</b> mostly consists of fruits and vegetables.","[dáiət]",0,"Его диета состоит в основном из фруктов и овощей","Диета - это пища, которую регулярно ест человек","рацион питания"
"5e9f5ee35eb9e72bc21af5ff",0,17,"eat","files/18_0352.jpg","files/18_0352.mp3","files/18_0352_meaning.mp3","files/18_0352_example.mp3","To <i>eat</i> is to chew and swallow food.","You should <b>eat</b> breakfast every day.","[iːt]",0,"Ты должен завтракать каждый день","Кушать - значит жевать и глотать пищу","есть"
"5e9f5ee35eb9e72bc21af600",0,17,"food","files/18_0353.jpg","files/18_0353.mp3","files/18_0353_meaning.mp3","files/18_0353_example.mp3","<i>Food</i> is things people and animals eat.","Pasta is a famous <b>food</b> in Italy.","[fuːd]",0,"Макароны - известная еда в Италии","Еда - это то, что едят люди и животные","пища"
"5e9f5ee35eb9e72bc21af601",0,17,"fruit","files/18_0354.jpg","files/18_0354.mp3","files/18_0354_meaning.mp3","files/18_0354_example.mp3","<i>Fruit</i> is a type of healthy food that grows on trees and plants.","Apples, pears, and oranges are types of <b>fruit</b>.","[fruːt]",0,"Яблоки, груши и апельсины - это виды фруктов","Фрукты - это вид здоровой пищи, которая растет на деревьях и растениях","фрукты"
"5e9f5ee35eb9e72bc21af602",0,17,"great","files/18_0355.jpg","files/18_0355.mp3","files/18_0355_meaning.mp3","files/18_0355_example.mp3","When something is <i>great</i>, it is very good.","It was a <b>great</b>, exciting game!","[greit]",0,"Это была отличная, захватывающая игра!","Когда что-то здорово, это очень хорошо","великий"
"5e9f5ee35eb9e72bc21af603",0,17,"health","files/18_0356.jpg","files/18_0356.mp3","files/18_0356_meaning.mp3","files/18_0356_example.mp3","<i>Health</i> is the state of a person’s body.","People who want good <b>health</b> should not smoke.","[helθ]",0,"Люди, которые хотят хорошего здоровья, не должны курить","Здоровье - это состояние тела человека","здоровье"
